finished,start_date,end_date,recorded_date,gender,age,enrolment_school,student_status,citizenship,ethnic_group,living_situation,current_circumstance,covid_19_stress_1,covid_19_stress_2,covid_19_stress_3,covid_19_stress_4,covid_19_stress_5,covid_19_stress_6,covid_19_stress_7,covid_19_stress_8,covid_19_stress_9,covid_19_stress_10,covid_19_stress_11,covid_19_stress_12,covid_19_stress_13,coping_strategies_1,coping_strategies_2,coping_strategies_3,coping_strategies_4,coping_strategies_5,coping_strategies_6,coping_strategies_7,coping_strategies_8,coping_strategies_9,coping_strategies_10,coping_strategies_11,coping_strategies_12,coping_strategies_13,coping_strategies_14,coping_strategies_15,generalv_wellbeing_1,generalv_wellbeing_2,generalv_wellbeing_3,generalv_wellbeing_4,generalv_wellbeing_5,generalv_wellbeing_6,music_info_4,music_info_5,prop_miss_all
TRUE,2020-04-29T16:24:57Z,2020-04-29T16:36:55Z,2020-04-29T16:36:55Z,male,18,5,1,Australia,European Australian,1,4,2,2,4,2,2,5,5,2,2,5,4,2,2,1,6,1,6,1,3,2,2,6,1,1,1,1,1,4,2,3,1,5,2,2,Pink Floyd,Comfortably Numb,0
TRUE,2020-04-29T16:27:54Z,2020-04-29T16:44:14Z,2020-04-29T16:44:14Z,male,18,5,1,Australia,Caucasian,1,4,1,1,2,2,1,4,4,2,1,3,2,1,1,6,5,4,3,3,3,3,4,3,1,4,1,5,3,4,4,4,3,4,4,4,Hans Zimmer,oogway's Legacy,0
TRUE,2020-04-29T17:46:54Z,2020-04-29T17:57:15Z,2020-04-29T17:57:15Z,male,21,5,2,China,Chinese,1,4,3,3,3,3,3,3,3,3,3,4,4,3,4,5,4,3,3,2,3,3,3,3,3,4,2,4,3,3,2,4,3,3,4,4,Gaho,Start Over,0
TRUE,2020-04-29T17:56:37Z,2020-04-29T18:06:03Z,2020-04-29T18:06:03Z,female,17,3,1,Australia,Asian,1,4,3,1,1,5,3,4,4,3,3,4,3,4,4,2,6,4,6,2,1,1,6,6,4,5,1,1,1,6,2,1,2,4,4,2,Joseph Vincent,Can't Take My Eyes Off of You,0
TRUE,2020-04-29T18:09:03Z,2020-04-29T18:16:32Z,2020-04-29T18:16:32Z,female,18,3,1,Austrlia,Christian,1,5,2,2,2,2,1,2,3,2,2,3,2,2,1,3,2,5,2,1,5,5,2,2,1,6,1,3,4,1,2,2,2,2,3,1,,,0
TRUE,2020-04-29T18:20:54Z,2020-04-29T18:32:58Z,2020-04-29T18:32:58Z,female,17,5,1,Australia,Caucasian,1,4,2,3,3,3,1,5,4,4,2,4,3,2,2,5,5,4,4,4,5,5,5,4,4,4,1,4,1,1,3,3,4,4,4,4,,,0
TRUE,2020-04-29T18:33:21Z,2020-04-29T18:49:00Z,2020-04-29T18:49:00Z,male,18,3,1,China,Chinese,5,4,4,2,2,2,2,4,3,3,3,4,4,2,2,1,4,1,1,5,6,6,5,6,1,1,5,5,5,6,3,3,4,3,3,3,Latroit/Lliam,Someday,0
TRUE,2020-04-29T19:31:45Z,2020-04-29T19:46:39Z,2020-04-29T19:46:40Z,female,21,5,1,Australia,Australian,3,4,2,4,2,1,1,5,5,5,1,5,5,3,2,4,4,5,3,3,4,5,3,3,4,3,1,5,3,2,1,2,4,5,1,1,Chris Stapleton,Tennessee Whiskey,0
TRUE,2020-04-29T19:40:18Z,2020-04-29T19:49:33Z,2020-04-29T19:49:34Z,female,44,5,1,Canada,Caucasian,1,4,2,5,3,5,3,5,5,5,4,5,4,4,3,6,5,4,5,4,2,5,5,6,6,4,1,5,1,4,3,4,4,5,2,3,,,0
TRUE,2020-04-29T21:26:03Z,2020-04-29T21:37:37Z,2020-04-29T21:37:37Z,female,18,5,1,Australia,Australian,1,4,5,2,3,3,4,5,5,4,4,4,4,5,3,5,4,5,3,3,2,2,3,3,3,4,1,5,5,5,4,4,2,5,2,1,Tame impala,Breathe Deeper,0
TRUE,2020-04-29T21:27:03Z,2020-04-29T21:44:51Z,2020-04-29T21:44:51Z,female,18,5,1,Australian,Indonesian,1,4,5,3,4,3,1,4,1,1,3,4,4,3,4,6,6,4,6,4,5,5,4,6,4,4,4,5,6,3,4,4,4,5,4,4,KESHI,Atlas,0
TRUE,2020-04-29T21:31:22Z,2020-04-29T21:50:02Z,2020-04-29T21:50:02Z,female,17,5,1,Australia,Australian,1,4,4,1,4,5,3,5,3,3,4,5,5,4,4,1,6,5,6,4,4,5,5,4,5,5,1,5,1,4,1,2,2,5,1,2,Sleeping at last,saturn,0
TRUE,2020-04-30T06:37:05Z,2020-04-30T06:49:50Z,2020-04-30T06:49:51Z,female,31,3,1,Australia,Chinese,1,4,4,5,3,4,3,4,4,3,1,3,2,5,2,5,5,3,4,3,5,5,4,4,6,5,1,1,4,1,4,4,5,3,4,5,Transformer soundtrack,Sentinel Prime,0
TRUE,2020-04-30T08:34:21Z,2020-04-30T08:41:30Z,2020-04-30T08:41:31Z,female,20,5,1,Australia,Australian,1,4,4,4,4,4,2,4,4,2,4,5,4,5,1,5,4,5,5,5,6,6,5,6,6,6,1,6,5,6,4,5,5,2,4,4,,,0
TRUE,2020-04-30T09:09:31Z,2020-04-30T09:10:01Z,2020-04-30T09:10:01Z,prefer not to say,1,5,2,Test Data,Test Data,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,Test Data,Test Data,0
TRUE,2020-04-30T08:56:38Z,2020-04-30T09:10:42Z,2020-04-30T09:10:42Z,female,18,3,1,Australia,Anglo-Saxon,1,5,4,2,5,4,1,5,5,2,4,4,3,4,3,6,5,4,4,5,6,6,2,4,5,6,4,4,4,4,4,5,5,1,4,4,Samuel Barber,Angus Dei,0
TRUE,2020-04-30T09:10:53Z,2020-04-30T09:25:06Z,2020-04-30T09:25:07Z,female,18,3,1,Australia,White,1,4,4,4,5,5,4,5,5,5,4,4,4,2,2,5,3,4,1,1,1,4,3,5,1,2,1,3,6,5,1,5,4,1,3,2,,,0
TRUE,2020-04-30T10:33:50Z,2020-04-30T10:43:42Z,2020-04-30T10:43:43Z,female,19,5,1,Australia,No cultural or ethnic affiliations,3,6,4,4,4,4,3,2,2,2,4,4,4,2,2,6,5,5,4,5,4,4,4,5,1,4,1,5,1,1,4,5,4,4,4,4,Paramore,Proof,0
TRUE,2020-04-30T10:20:41Z,2020-04-30T10:44:48Z,2020-04-30T10:44:48Z,female,18,3,1,Australia,Australian,1,4,3,2,2,2,2,4,4,2,2,2,2,2,2,6,5,5,5,2,4,4,5,4,2,5,1,5,5,5,4,5,4,4,3,5,Shawn Mendes,Understand,0
TRUE,2020-04-30T10:48:41Z,2020-04-30T10:57:28Z,2020-04-30T10:57:28Z,female,18,3,1,Australia,Australian,3,4,2,2,2,2,2,4,2,2,2,2,2,4,2,5,5,1,5,5,5,5,5,4,5,6,1,5,3,3,1,5,5,5,2,1,,,0
TRUE,2020-04-30T11:25:17Z,2020-04-30T11:36:50Z,2020-04-30T11:36:51Z,male,17,5,1,Australia,Chinese,1,4,4,4,5,4,4,5,4,2,3,5,4,3,2,6,4,4,2,5,5,5,2,2,1,1,1,1,1,1,2,4,2,4,3,4,Alexandra Savior,Soft Currents,0
TRUE,2020-04-30T12:01:32Z,2020-04-30T12:13:20Z,2020-04-30T12:13:21Z,female,18,5,1,Australia and Taiwan,Asian,2,4,3,3,3,4,2,4,3,3,3,5,5,3,3,1,4,3,5,2,4,1,1,4,1,1,1,4,5,5,2,2,3,4,4,3,Lemon,Kenshi Yonezu,0
TRUE,2020-04-30T12:10:44Z,2020-04-30T12:19:38Z,2020-04-30T12:19:39Z,female,18,3,1,Australian citizenship,Asian,1,4,2,2,2,2,2,5,5,5,2,4,3,2,2,1,6,6,6,4,5,5,5,6,6,5,1,6,6,6,1,1,5,5,2,1,Joe Hisaishi and Roberto Bravo,Merry-Go Round of Life,0
TRUE,2020-04-30T12:07:07Z,2020-04-30T12:22:39Z,2020-04-30T12:22:39Z,female,18,3,1,Australia,Australian,1,4,1,1,4,3,1,3,1,2,1,2,1,1,1,5,4,3,6,3,2,2,4,5,3,3,1,5,1,1,3,4,4,4,4,3,"Soldier, Poet, King",The Oh Hellos,0
TRUE,2020-04-30T12:26:38Z,2020-04-30T12:40:17Z,2020-04-30T12:40:17Z,female,18,5,1,Australia,Australian,4,4,2,4,4,4,4,5,5,4,2,4,4,5,1,5,6,3,6,5,5,5,5,2,5,5,4,6,6,5,2,2,2,4,2,3,,,0
TRUE,2020-04-30T12:55:18Z,2020-04-30T13:05:05Z,2020-04-30T13:05:06Z,female,18,5,1,Australia,Australian,1,5,4,3,4,4,1,4,2,2,4,5,4,5,4,6,5,4,5,2,4,4,5,4,4,6,1,5,1,4,2,5,4,3,3,2,,,0
TRUE,2020-04-30T13:18:22Z,2020-04-30T13:28:20Z,2020-04-30T13:28:20Z,female,21,5,1,Hong Kong,Chinese,1,4,4,4,4,4,3,4,3,3,4,4,4,2,4,1,5,1,4,1,1,1,3,5,1,1,1,1,1,5,4,3,4,2,4,4,Yiruma,River flows in you,0
TRUE,2020-04-30T13:55:49Z,2020-04-30T14:01:12Z,2020-04-30T14:01:12Z,male,18,3,2,CHINA,CHINESE,5,4,5,5,5,5,5,4,4,2,4,4,3,3,3,5,2,5,3,4,5,5,4,4,3,2,3,4,3,3,1,3,2,4,2,2,Lady Gaga,Just Dance,0
TRUE,2020-04-30T13:55:58Z,2020-04-30T14:04:28Z,2020-04-30T14:04:28Z,female,21,5,2,Brunei,Eurasian,2,4,3,5,5,5,5,5,2,4,2,3,3,3,4,6,6,4,6,4,5,5,5,5,6,6,4,5,4,6,1,4,4,4,3,2,Parquet Courts,Mardi Gras Beads,0
TRUE,2020-04-30T14:22:07Z,2020-04-30T14:27:19Z,2020-04-30T14:27:19Z,female,18,5,2,china,china,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,talar swift,my lover,0
TRUE,2020-04-30T14:32:31Z,2020-04-30T14:45:41Z,2020-04-30T14:45:42Z,female,19,5,2,China,Han,1,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,6,2,3,3,3,3,4,4,5,3,1,4,5,6,2,2,3,4,4,4,Jay,Say not to cry,0
TRUE,2020-04-30T15:32:18Z,2020-04-30T15:41:22Z,2020-04-30T15:41:22Z,female,18,5,1,Australia,Caucasian,1,4,4,5,5,4,2,4,2,5,3,4,3,5,2,5,4,5,5,2,1,4,3,4,1,4,1,5,1,5,3,5,4,5,3,3,Gang of Youths,"The Deepest Sighs, the Frankest Shadows",0
TRUE,2020-04-30T15:31:58Z,2020-04-30T15:42:27Z,2020-04-30T15:42:27Z,female,21,3,1,Australia,,1,4,1,4,3,3,4,2,5,5,2,5,5,5,5,6,6,3,4,5,6,4,1,3,1,1,1,1,6,4,2,5,5,5,4,4,Jorja Smith,Teenage Fanatasy,0
TRUE,2020-04-30T16:56:03Z,2020-04-30T17:14:26Z,2020-04-30T17:14:26Z,female,18,3,1,Australia,Australian and Papua New Guinean,3,4,3,4,4,4,2,5,5,3,4,5,5,2,2,5,6,5,5,6,5,5,5,5,4,6,1,4,4,4,2,4,3,4,4,2,Demi Lovato,I love me,0
TRUE,2020-04-30T17:17:25Z,2020-04-30T17:27:20Z,2020-04-30T17:27:21Z,female,23,5,1,Australia,Indigenous Australian,1,4,5,3,3,5,3,4,5,5,5,5,5,5,3,6,3,3,3,6,6,6,5,4,6,6,1,5,5,5,4,4,5,2,3,3,sigrid,don't kill my vibe,0
TRUE,2020-04-30T17:43:07Z,2020-04-30T17:51:16Z,2020-04-30T17:51:17Z,female,17,5,1,Australia,Australian,1,5,4,4,4,3,3,5,3,2,3,5,4,3,4,3,4,4,5,5,2,3,4,5,6,5,1,6,1,6,2,4,4,4,5,2,Lewis Capaldi,Bruises,0
TRUE,2020-04-30T20:54:30Z,2020-04-30T21:01:56Z,2020-04-30T21:01:57Z,female,18,3,1,Australia,Asian/Caucasian,6,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,5,4,6,4,5,4,4,3,3,4,2,4,4,5,2,3,3,3,3,2,Khalid,Bad Luck,0
TRUE,2020-04-30T21:59:08Z,2020-04-30T22:23:49Z,2020-04-30T22:23:49Z,female,20,5,2,Brunei,Malay,3,4,4,4,2,4,3,5,5,3,4,1,4,2,2,5,6,6,6,5,1,1,6,5,4,4,6,5,6,1,2,1,1,2,1,4,Natalie Taylor,Surrender,0
TRUE,2020-04-30T22:29:06Z,2020-04-30T22:36:31Z,2020-04-30T22:36:32Z,female,18,5,1,Australian,Indonesian,1,4,3,3,4,2,1,4,2,1,1,4,4,3,4,4,6,4,6,5,5,5,4,6,4,5,4,6,6,6,4,4,3,4,3,2,Keshi,Atlas,0
TRUE,2020-04-30T22:35:53Z,2020-04-30T22:47:11Z,2020-04-30T22:47:11Z,female,17,3,1,Australia,Asian,1,4,5,5,5,5,1,5,5,4,5,5,5,5,5,3,1,3,6,2,1,1,6,6,6,4,1,3,6,6,4,4,4,4,4,3,,,0
TRUE,2020-05-01T00:44:17Z,2020-05-01T01:06:21Z,2020-05-01T01:06:22Z,female,19,5,2,China,no,5,4,3,1,1,3,3,5,3,1,4,3,3,1,1,4,6,1,5,5,4,3,4,1,2,4,3,1,5,6,5,4,4,4,4,4,WayV,Let me love you,0
TRUE,2020-05-01T01:48:38Z,2020-05-01T01:58:57Z,2020-05-01T01:58:57Z,female,22,3,1,Australia,Australian,3,4,1,5,5,3,1,5,5,2,2,2,2,2,2,5,6,6,4,4,4,4,1,4,3,5,1,1,1,4,1,1,1,2,4,2,Halsey,Colors,0
FALSE,2020-04-24T08:18:06Z,2020-04-24T08:22:01Z,2020-05-01T08:22:02Z,male,27,1,1,Indian,Indian,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-04-24T09:31:56Z,2020-04-24T09:32:14Z,2020-05-01T09:32:27Z,male,18,1,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
TRUE,2020-05-01T12:14:33Z,2020-05-01T12:25:58Z,2020-05-01T12:25:58Z,female,18,5,1,Australia,South East Asian/Australian,1,6,3,3,4,4,1,4,2,2,4,4,4,2,2,5,4,4,6,4,3,3,4,4,4,4,4,5,5,4,2,4,3,2,3,4,Kiss the Rain,Yiruma,0
TRUE,2020-05-01T13:52:35Z,2020-05-01T14:09:06Z,2020-05-01T14:09:07Z,female,18,3,1,Australia,Australian,1,6,2,2,2,2,1,4,4,2,2,2,2,2,2,5,5,4,4,4,4,1,1,4,3,5,5,5,1,1,4,4,4,2,4,2,Third Day,When The Rain Comes,0
TRUE,2020-05-01T13:46:49Z,2020-05-01T14:23:05Z,2020-05-01T14:23:06Z,female,21,5,1,Australia,Australian,3,5,1,4,2,1,1,5,5,3,1,5,3,1,1,4,5,6,6,4,4,5,5,4,6,5,1,6,4,4,2,2,2,2,2,2,,,0
TRUE,2020-05-01T15:47:41Z,2020-05-01T16:09:36Z,2020-05-01T16:09:36Z,female,21,3,2,China,Chinese,6,4,4,3,3,3,3,4,2,5,4,4,3,4,3,2,4,4,5,3,5,4,3,4,3,1,1,4,4,1,2,2,4,5,3,2,Andrew Lloyd Webber,Memory,0
TRUE,2020-05-01T17:36:42Z,2020-05-01T17:51:15Z,2020-05-01T17:51:16Z,female,19,5,1,Australia and Ireland,Caucasian,1,5,3,4,4,2,1,4,4,2,3,3,3,5,2,5,5,5,4,3,4,4,5,4,4,5,1,5,5,4,3,4,2,3,4,3,dermot kennedy,what have I done,0
TRUE,2020-05-01T19:33:01Z,2020-05-01T19:43:03Z,2020-05-01T19:43:03Z,female,19,3,1,"Australia, Great Britain",Caucasian,1,4,1,4,5,2,4,5,4,5,2,4,4,3,2,4,5,2,4,2,2,2,3,5,3,4,3,6,4,3,2,2,3,5,1,2,Marconi Union,Weightless,0
TRUE,2020-05-01T20:23:55Z,2020-05-01T20:33:19Z,2020-05-01T20:33:20Z,male,24,3,1,Australia,Australian,1,4,1,1,1,1,3,1,1,1,1,1,1,1,2,4,2,2,2,2,4,1,2,6,4,5,1,1,1,1,2,5,4,1,4,1,,,0
TRUE,2020-05-02T10:00:35Z,2020-05-02T10:13:22Z,2020-05-02T10:13:23Z,female,17,5,1,Australia and UK,White,1,4,1,4,5,1,1,5,1,1,1,1,1,1,1,5,6,5,1,1,3,3,5,2,1,4,1,1,4,3,1,5,1,2,5,3,,,0
TRUE,2020-05-02T11:36:50Z,2020-05-02T11:56:50Z,2020-05-02T11:56:50Z,female,21,5,1,Australia,East asia,1,4,3,4,3,4,2,5,5,4,3,4,3,3,4,1,5,4,3,3,4,4,5,4,1,5,6,5,1,2,2,1,3,5,1,2,,,0
TRUE,2020-05-02T14:35:05Z,2020-05-02T14:48:23Z,2020-05-02T14:48:23Z,female,17,3,1,Australia,,1,5,2,1,2,2,1,5,1,1,1,5,4,4,4,4,6,5,4,4,4,5,5,4,6,4,1,4,1,4,4,1,2,4,2,2,,,0
TRUE,2020-05-02T20:34:41Z,2020-05-02T20:42:08Z,2020-05-02T20:42:09Z,male,23,3,2,Singapore,Chinese,1,4,3,4,4,4,5,4,4,1,3,5,5,2,4,6,6,2,3,3,5,5,5,5,5,4,1,1,4,4,4,5,3,2,2,4,Chill with Taiki,Sleepy Lofi Vibes,0
TRUE,2020-05-02T01:02:34Z,2020-05-03T03:14:54Z,2020-05-03T03:14:55Z,female,19,5,2,Taiwan and Republic of Korea,Korean / Chinese,5,4,4,4,4,4,2,4,3,3,5,5,5,4,3,5,5,6,4,3,4,5,6,4,3,4,1,4,4,3,2,5,2,4,3,4,Bruno Major,Easily,0
TRUE,2020-05-03T10:59:00Z,2020-05-03T11:15:42Z,2020-05-03T11:15:43Z,female,17,3,1,Australia,None,1,5,4,3,4,4,2,5,4,2,4,4,4,4,4,4,5,6,5,3,4,4,3,6,3,6,1,4,5,4,2,4,3,4,4,3,Rex Orange County,Best friend,0
TRUE,2020-05-03T12:33:49Z,2020-05-03T12:50:30Z,2020-05-03T12:50:31Z,female,22,5,1,Australia,Caucasian,1,4,3,4,3,3,1,3,3,3,3,4,3,4,3,5,5,4,4,4,5,5,4,5,5,5,1,4,3,4,3,4,4,4,4,3,Harry Styles,"Sunflower, Vol. 6",0
TRUE,2020-05-03T14:40:20Z,2020-05-03T14:51:37Z,2020-05-03T14:51:37Z,female,18,3,1,Australia,Chinese,1,4,5,5,5,5,3,5,3,3,4,5,4,5,5,4,6,3,3,4,5,5,3,4,4,5,1,5,4,4,3,4,2,5,3,2,stray kids,19,0
TRUE,2020-05-03T15:00:15Z,2020-05-03T15:10:36Z,2020-05-03T15:10:37Z,female,18,3,1,Australia,Australian,1,6,5,4,5,5,4,5,5,5,4,5,4,4,2,4,5,1,5,6,6,6,5,3,1,4,1,4,5,6,2,4,4,5,4,3,Billie Eilish,When We All Fall Asleep Where Do We Go (Album),0
TRUE,2020-05-03T15:02:37Z,2020-05-03T15:24:04Z,2020-05-03T15:24:05Z,female,19,3,2,China,none,3,4,3,3,2,2,3,4,3,2,4,4,4,2,2,4,6,4,4,1,4,3,4,2,1,4,3,4,4,4,5,2,4,2,4,4,WHAT A WONDERFUL WORLD,LOUIS ARMSTRONG,0
TRUE,2020-05-03T16:57:40Z,2020-05-03T17:11:00Z,2020-05-03T17:11:00Z,female,19,3,1,south africa,caucasain,1,4,3,5,5,2,3,4,2,2,2,4,2,4,2,6,4,6,4,4,3,4,2,5,4,6,1,4,4,3,2,5,3,5,3,2,rex orange county,best friend,0
TRUE,2020-05-03T17:17:16Z,2020-05-03T17:30:07Z,2020-05-03T17:30:07Z,female,18,3,1,Australia,caucasian,3,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,3,6,3,4,4,3,5,5,4,1,5,1,3,4,3,3,4,3,3,Khalid,twenty-one,0
FALSE,2020-04-26T20:13:27Z,2020-04-26T20:13:49Z,2020-05-03T20:14:05Z,female,18,4,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
FALSE,2020-04-26T20:32:28Z,2020-04-26T20:48:55Z,2020-05-03T20:49:25Z,female,18,5,1,Australia,Australia,1,4,2,4,4,4,4,5,5,4,1,1,4,4,4,6,6,6,6,3,6,4,4,6,1,6,1,6,3,4,NA,NA,NA,NA,NA,NA,Harry Styles,Golden,0.125
FALSE,2020-04-26T20:46:28Z,2020-04-26T20:53:15Z,2020-05-03T20:54:09Z,female,19,5,1,"Australia, United Kingdom",Caucasian,1,6,4,1,1,4,2,3,4,1,5,5,4,2,2,1,4,1,1,2,2,2,2,2,5,2,1,2,5,1,NA,NA,NA,NA,NA,NA,,,0.125
FALSE,2020-04-26T20:56:24Z,2020-04-26T20:57:23Z,2020-05-03T20:57:33Z,female,18,5,1,Here,Prefer not to say,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.7083333333333334
FALSE,2020-04-26T21:21:53Z,2020-04-26T21:22:49Z,2020-05-03T21:23:18Z,female,17,5,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
FALSE,2020-04-26T21:19:04Z,2020-04-26T21:23:27Z,2020-05-03T21:23:28Z,female,18,5,1,Australia,Greek,1,6,2,1,4,4,1,5,5,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
FALSE,2020-04-26T21:32:11Z,2020-04-26T21:32:30Z,2020-05-03T21:32:57Z,female,18,1,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
FALSE,2020-04-26T21:38:05Z,2020-04-26T21:45:08Z,2020-05-03T21:45:19Z,female,19,3,2,"Singapore, Hong Kong",Chinese,1,4,4,1,5,4,3,1,3,3,1,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,,,0.125
FALSE,2020-04-27T00:05:23Z,2020-04-27T00:09:15Z,2020-05-04T00:09:16Z,male,26,5,2,Bangladesh,Asian,5,4,5,4,4,5,1,2,2,3,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.4375
TRUE,2020-05-04T07:39:22Z,2020-05-04T07:48:51Z,2020-05-04T07:48:51Z,female,21,5,2,USA,Caucasian and Jewish,1,4,4,5,4,4,3,5,3,4,3,4,3,4,4,4,4,5,6,2,3,4,5,5,4,6,1,5,4,5,5,3,4,5,3,5,Florist,,0
FALSE,2020-04-27T08:05:45Z,2020-04-27T08:07:27Z,2020-05-04T08:07:35Z,female,18,5,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.75
FALSE,2020-04-27T11:08:18Z,2020-04-27T11:13:55Z,2020-05-04T11:14:00Z,female,18,1,1,Australia,Australian,1,4,4,4,4,4,1,4,5,4,1,3,3,3,3,5,5,3,6,3,2,4,6,6,6,4,1,4,4,4,NA,NA,NA,NA,NA,NA,Billie eilish,Any song,0.125
TRUE,2020-05-04T12:05:56Z,2020-05-04T12:08:30Z,2020-05-04T12:08:31Z,male,29,5,1,Aust,??,3,4,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,4,3,3,3,3,3,4,3,3,3,,,0
TRUE,2020-05-04T12:54:21Z,2020-05-04T13:10:41Z,2020-05-04T13:10:41Z,female,32,3,2,Singapore,Indian,5,4,4,4,4,4,1,4,4,5,4,4,4,4,2,5,6,4,5,3,5,5,4,3,6,5,2,5,3,4,4,3,4,4,4,5,"Dezy Walls, Barry Walls",Stress Management Song,0
TRUE,2020-05-04T13:53:27Z,2020-05-04T14:02:58Z,2020-05-04T14:02:59Z,female,18,5,1,Australia and England,Australian,1,4,1,1,4,4,3,4,3,3,1,1,1,1,1,6,5,4,5,5,6,4,5,5,3,6,6,5,2,3,2,5,4,5,2,2,Hillsong united,Another in the Fire,0
TRUE,2020-05-04T13:53:47Z,2020-05-04T14:11:22Z,2020-05-04T14:11:22Z,female,18,3,1,Australia,Australian,1,4,2,2,2,4,3,4,3,3,1,2,2,4,2,6,5,6,3,2,5,5,3,4,4,6,1,4,4,4,1,4,4,4,4,2,Cheech & Chong,Marijuana,0
TRUE,2020-05-04T14:39:19Z,2020-05-04T14:56:18Z,2020-05-04T14:56:19Z,female,19,3,1,Brazil and Australia,Latin American,1,4,5,5,5,5,2,5,5,2,5,5,5,4,2,4,5,4,5,5,5,5,3,2,4,4,1,4,6,6,4,2,3,4,2,3,Yael Naim,New soul,0
TRUE,2020-05-04T18:00:41Z,2020-05-04T18:18:05Z,2020-05-04T18:18:05Z,female,18,5,1,Australia and Italy,Italian,1,5,1,1,4,4,1,4,2,2,2,4,4,2,2,6,4,3,5,5,6,5,2,1,5,5,6,6,1,1,3,5,4,3,4,3,The foundations,Build me up buttercup,0
TRUE,2020-05-05T01:45:53Z,2020-05-05T02:05:52Z,2020-05-05T02:05:52Z,female,18,5,1,Australia and United States of America,Caucasian,2,4,3,2,2,2,1,1,1,1,2,2,2,3,2,4,5,5,5,3,3,1,2,2,4,4,1,4,5,5,4,1,2,3,3,2,AJR,Burn The House Down,0
TRUE,2020-05-05T07:51:54Z,2020-05-05T09:11:53Z,2020-05-05T09:11:53Z,female,17,5,1,Australia,Caucasian Australian (7th gen both sides),1,4,3,2,3,3,5,5,5,4,4,5,4,4,3,4,6,3,4,4,3,2,4,5,3,1,1,1,1,1,2,4,4,5,3,3,Adam Jensen,Street Fight,0
TRUE,2020-05-05T14:45:07Z,2020-05-05T15:02:18Z,2020-05-05T15:02:19Z,female,17,5,1,Australia,Australian,1,4,4,3,5,3,3,4,5,5,4,4,4,2,3,6,5,4,3,2,2,2,3,4,4,5,4,5,5,4,2,4,4,4,2,2,The Neighbourhood,#Icanteven,0
TRUE,2020-05-05T16:46:58Z,2020-05-05T16:54:58Z,2020-05-05T16:54:58Z,male,18,3,2,Malaysia,Malaysian Chinese,5,4,3,2,3,2,2,3,2,2,2,2,4,2,3,1,5,3,6,2,3,4,4,4,1,3,4,4,6,4,3,2,1,5,1,2,Total Mayhem Games,Forbidden Rites,0
TRUE,2020-05-05T16:51:30Z,2020-05-05T17:03:03Z,2020-05-05T17:03:04Z,female,18,3,1,Australia,European,1,4,3,2,2,2,2,4,2,2,3,4,4,4,2,1,4,1,5,3,4,3,4,5,1,5,1,3,4,4,2,2,2,4,3,2,Matthew Wilder,Break My Stride,0
